PetID,Score,Magnitude,Language
e935ae1d8,0.2,0.9,en
09b5921e9,0,1.1,en
d946f7a55,0,0.4,en
58e24d608,-0.2,4.5,en
3c0450f2f,0,3.3,en
80fd005d2,0,0.4,en
ecb3e47a6,0.2,1.2,en
3c97d1670,0.1,0.5,en
eeaa5c53c,0.2,2.2,en
89bac4c29,0,0.1,en
b5f105607,0.2,1.1,en
b3111f360,0.1,2.2,en
7c9fdd0ca,0.5,0.5,en
40fcff82b,0.8,0.8,en
6e77550de,0.3,2.6,en
c31f3d3f3,0,3.5,en
4b6c04393,0.5,2.6,en
19272319c,0.4,2.2,en
2560aee80,0.3,2.8,en
18ee92cdf,0.4,0.8,en
ed9d88a61,0.1,0.1,en
b5521c7e1,0.6,1.2,en
4ff447944,0.2,5.1,en
7ea357093,0.9,1.8,en
895f73f14,0.4,0.8,en
2b34c70e7,0.5,0.5,en
e39881452,0,0.2,en
b4cc525db,0.5,3.3,en
41e792442,0.4,2.9,en
40d430494,0.5,1.6,en
52af450f8,0.9,0.9,en
db1f9bca1,0.7,0.7,en
e22b9edd0,0.4,1.2,en
303b3795f,0.4,1.2,en
6f2b619bb,0.2,0.5,en
8bf0f354b,0.5,1,en
457bdfb16,0.8,0.8,en
5188ce75b,0.4,0.8,en
cb568959e,0.3,3.6,en
12ba67e43,0.4,2.4,en
5457a593a,0.5,2.3,en
9f9bfa4d9,0.5,3.8,en
f780d04ae,0.3,1.2,en
8c70e9de2,0,0,en
18c3b1a1a,0.2,1.5,en
9d9197e7e,0.3,3.6,en
5bd62c76f,-0.4,0.8,en
ada93cece,0.4,0.9,en
4405cc72c,0.3,1.4,en
363a00ab0,0.2,4.2,en
e6b64b212,0.2,0.8,en
4bb96a979,0.4,2.8,en
d59c369c3,0.2,3.8,en
868dcd617,0.3,1.3,en
9385e1d2e,0.2,0.2,en
bbcaecdd4,0.2,3,en
fae1e95de,0.2,1.1,en
979e3f8f7,0.3,2.8,en
16ac32123,0.3,2.8,en
254c3305f,0.4,2.9,en
2813f2ff9,0.4,0.4,en
8bda483ec,0.5,1.1,en
d8a94961e,0.7,5.2,en
f222ca167,0.6,1.8,en
25b827551,0.4,3.7,en
83d36f269,0.5,0.5,en
a71f9ca6b,0.5,0.5,en
90b438e96,0.5,0.5,en
f2fba72d2,0.5,0.5,en
26cb1c2c0,0.4,1.2,en
9fecfc736,0.3,0.7,en
3d136a793,0.3,12.9,en
ae9a09ad6,0,0,en
fb53fe33d,0.1,0.1,en
0d653b602,0.2,7.8,en
6ac7e0c51,0.2,0.2,en
3bb1086d6,-0.1,0.1,en
9fb89d88f,0.1,0.7,en
e4941c40c,0.4,3.1,en
bf6e18567,0.4,1.4,en
01da89f29,0.2,5.7,en
67e8df1d3,0.1,2.2,en
21178f3b0,0.8,1.6,en
47cda4c03,0.6,2.4,en
a234c6496,0.2,0.5,en
71419d422,0.4,1.3,en
44cd12263,0.2,2.1,en
508df8433,0.1,0.1,en
73d7bb2ce,0.2,3.5,en
44c2e1fd1,0.5,3.7,en
19fd91f5b,0.4,2.7,en
ab17ce306,0.2,3.9,en
ab503c64a,0.6,1.2,en
abe9e2d91,0.3,1.4,en
2edfe6ec8,0.3,1.4,en
c0096c460,0.8,0.8,en
de445d837,0.1,2,en
8b1abca6a,0.4,1.2,en
4de32c463,-0.3,1.6,en
626b056b5,0.1,2.4,en
2563127ad,0.3,0.6,en
69d413ff2,0,0.2,en
4084b0a93,0,2.3,en
8df053c7e,0,3.6,en
22145fe75,0.2,2.3,en
b35e6306c,0.3,2.5,en
564356241,0.4,0.9,en
9e5ba0e42,0,0,en
05d8b5a9d,0.6,0.6,en
2391fcc9d,0.6,1.2,en
8f2946027,0,0.7,en
6326958d4,0,5.4,en
7a8fc4913,0,0,en
72d77924a,0.5,3.1,en
8ee8b9d0f,0,2.6,en
653b3e668,0.6,1.3,en
4c74d479c,0.6,2.5,en
c3a2d4d83,0.2,1.4,en
f02ef09d7,0.5,1.7,en
d5f80598c,0.2,0.6,en
bdb89b424,0.2,0.6,en
03e5bf50b,0.2,2.9,en
50abab539,0.1,3.4,en
66c28f55b,-0.3,0.3,en
3cdaf32d2,0.4,2.3,en
73d6ab7d7,0.3,4.8,en
082b9a2de,0.9,0.9,en
1b5dbc3cf,0,0.3,en
787086e9d,0.6,0.6,en
662011890,-0.9,0.9,en
c0488da92,0.2,0.2,en
195c119c9,0.3,1.2,en
32d8fa52b,0.5,3.7,en
1ee752de1,0.5,1,en
12a280806,0.1,0.1,en
272a3fb52,0.2,4.8,en
639fed947,0,0,en
ace8a42bd,0.4,4.2,en
6dbb13673,0.4,1.3,en
b2937acb6,0.9,0.9,en
27dd38817,0.5,3.8,en
19926213a,0.3,0.6,en
0b0d903f4,0.3,4.2,en
168f1c6e9,0.5,1,en
718c4b524,0.5,1,en
4887999cc,0.8,0.8,en
e772235aa,0.5,1.7,en
fbc0c9535,0,2.4,en
854b2bc3b,0.1,2.6,en
cb256c605,0.4,0.4,en
e0e8d63df,0.6,1.3,en
16eefbec7,0.3,0.3,en
be84c367d,0.8,0.8,en
d4bc5b7ca,0.7,1.5,en
ebe1f2665,0.3,5.7,en
e5cf352b2,0,1.1,en
07dd9a0a5,0.4,1.4,en
32efae9d5,0,0.1,en
1f6849a20,0.2,1.1,en
a68e8378d,0,0.1,en
9aabc0113,0.1,0.1,en
ffef9a2af,0.2,1.1,en
ea6129e3d,0,0,en
1499fbe78,0,3.6,en
a75bbea18,0.1,2.3,en
6f551693a,0.4,6,en
53c344d06,0,0.5,en
5250b8bc3,0,0.5,en
9a1715a97,0,15,en
c3cef1c4b,0.2,0.2,en
9a218ea6c,0.3,1.8,en
9de6b8550,0.1,0.3,en
de813940a,0.1,0.3,en
69f8a53c8,0,0,en
22992ecd0,0.5,2.9,en
36681852f,0.8,0.8,en
a98a5b0e8,-0.2,2.1,en
c874c7c7c,0.1,0.5,en
b67778d17,0.3,1.3,en
d20ea312e,0.5,2.8,en
2ba708d92,-0.1,1.2,en
1e6c42df6,0,4.8,en
cab92d5a3,0.1,1.3,en
91efb738a,0,1.5,en
9fe3f6afa,0,2.6,en
c30f7cde0,0.7,2.3,en
c24516b64,0.1,1.6,en
a7676842c,0.2,4.9,en
53abff075,0.8,2.4,en
2318247fb,0.1,2.2,en
230b9040d,0.1,2.2,en
c22078c20,0,1.8,en
c3270683d,0.1,0.5,en
55b797c90,0,2,en
a17411df1,0.1,2.3,en
9b11972b0,0.2,2.8,en
88c07e663,0.4,0.4,en
71aed274c,0.1,2.2,en
de489fcd8,0.8,0.8,en
a37e46e35,0,0,en
103dd7bb1,0.2,4,en
dcd0002db,0,0,en
dd62a2e7f,-0.1,1.6,en
85332d295,0.4,0.4,en
9acf4992b,0.1,1.7,en
468ba458d,0.6,0.6,en
104c799db,0.1,0.5,en
e83e05a06,0.2,0.7,en
99459c30d,0,3.3,en
889ae00e3,0.9,0.9,en
d1a11cf42,0.1,0.3,en
b5b9449db,0.5,3.5,en
26c3a9079,0.5,3.5,en
2cb9d0599,0.2,0.5,en
78c3c7f21,0.4,2.5,en
64904cb52,0.6,1.2,en
e2f39a17e,0.1,10.8,en
fa323e99f,0,0,en
50d766c25,0,0.7,en
d6f0972d4,0.1,3.4,en
37f8a39c4,-0.3,1,en
50f87522f,0.3,9.1,en
b4b4969b2,0.1,0.9,en
d1be4f433,0,0.1,en
7982ae716,0,0.1,en
4eb9c5991,0.8,1.7,en
0532bf9d3,0.4,1.9,en
731a2ef80,0.2,3.2,en
7d930d08c,0,1.4,en
f00413d87,0.8,0.8,en
30fff49fd,-0.3,0.3,en
b1a6fb38c,0.1,0.1,en
207298884,0.1,0.7,en
d81afce4f,0.1,0.7,en
216840542,0,0,en
c28b3a879,0,0,en
f220ae6cd,0.2,1.3,en
bb76bfc79,0.4,2.2,en
19b7a9e47,0.6,2.4,en
902087c95,0.2,3.1,en
4dd8dd451,0.6,1.8,en
0acd95320,0.5,2.2,en
f13821512,0.2,2.7,en
c2e4ec0c2,0.5,2.1,en
f726dd490,0.6,3.4,en
7c8053564,0.6,3.6,en
695925a2a,0.1,0.1,en
8ad59da0e,0.3,0.3,en
c62de8a15,0,0,en
dfd0fbde8,0,3.3,en
83705e888,0.2,2.7,en
c2fe3684a,0.2,3.3,en
1877d9a0d,0.8,0.8,en
ddf06fabf,0.2,2.6,en
c1d58a395,0.5,1.1,en
5ec697bec,0.4,0.4,en
3c1cc2c24,0,2.3,en
5af078de1,0,0.9,en
5b22f97b3,0.1,4.4,en
0fe10670c,0,0,en
1fc6f94cc,0.3,0.3,en
282f456cb,0.5,1,en
5b269c6aa,0.5,1.1,en
baf49463a,0,3.1,en
db4a0242a,0.3,4.2,en
3760c73b1,0.6,0.6,en
6198e214e,0.2,4.9,en
eef0fa0ef,0.4,0.8,en
53037f091,0.2,1.2,en
6316b9647,0.1,3.7,en
80e8288c9,0.3,2.2,en
8abd212c6,0.3,6.2,en
082c6dee3,-0.6,0.6,en
2e65d72c2,0.4,6.6,en
46b2782d5,0,0.4,en
61c5987cd,0.2,8.4,en
2f3ff5116,0.5,0.5,en
cbd066eaf,0.5,0.5,en
5e7b512bb,0.1,0.1,en
ce2319154,-0.1,0.5,en
215b68785,0.2,3.9,en
11948e0ef,0.5,3,en
fd7811109,0.3,1.1,en
bfdde77ff,0.2,0.8,en
99a705efe,0.4,1.4,en
48088c0e2,0,0.4,en
944a5fec2,0.3,1,en
c47497b30,0.2,4.2,en
0c3cb3d44,0.7,1.4,en
858f4c013,0,1.9,en
7b1211e80,0,0.6,en
6ae5689d3,0.5,4.4,en
ed8e10562,0.7,0.7,en
6ac38f654,0,1.7,en
4b69bf0e7,0.4,3,en
a94db6dc4,0,2,en
62613fb88,0,0.5,en
f05a5801b,0,0.5,en
ad160afc4,0.5,0.5,en
435bb3995,0,0.1,en
f7c487e58,0.1,4.1,en
037b1c131,0.4,1.9,en
dd9bf8c28,0.4,2.5,en
776f7e340,0.7,0.7,en
6846c8719,0.4,0.9,en
0008c5398,0.7,2.8,en
81d404558,0.9,0.9,en
fd9489e42,0.6,1.8,en
de61ca522,0.1,0.2,en
68a4cd579,0.3,3.8,en
ff47b9a27,0.1,0.1,en
e985acab0,0.5,2.6,en
25fce0465,0.4,2.8,en
585a705fc,0.1,0.1,en
ba433a9d3,0.9,0.9,en
455d243eb,0.6,0.6,en
76c073021,0.2,0.7,en
09898b12e,0.7,1.5,en
813bfdc93,0.2,4.8,en
01ce66bd5,0.3,2.2,en
39afc4a19,0.1,0.3,en
0ae5f9681,0.6,0.6,en
bfa54aa27,0.9,0.9,en
3bc84c4a9,0.2,2.8,en
d7d1cf92c,0.2,3,en
220e9aa26,0.1,2.3,en
269caf235,0.1,2.3,en
0a30968a3,0.1,0.7,en
e625fc4f4,0.4,1.9,en
099115d38,0.2,0.6,en
22f3c3543,0.2,0.6,en
97450a196,0.2,0.2,en
fe7e662c5,0.4,1.3,en
41ee53918,0.2,2.6,en
bd4059588,0,0,en
f41a7de83,0,0,en
b7a19c5ac,0,0.1,en
7ed3e206a,0,5.8,en
c7c489413,0.2,3.2,en
aac9127c5,0.9,0.9,en
3c6f9a4e7,0.1,2,en
271bb0de8,0.1,3.1,en
14580436c,0.2,2.8,en
f08275fdc,0.3,1.5,en
d9dcad5b4,0.1,0.2,en
7d7fddaed,0.6,0.6,en
5242038c7,0.1,0.8,en
1f64d3191,0.2,1.3,en
916165c1b,0.1,4.3,en
8.44E+79,0.2,3,en
3cb6e5957,0.7,0.7,en
f18d332de,0.8,1.7,en
35d860fe5,0,4,en
0e47fe631,0,4,en
3b1009a30,0.2,1.4,en
523912c83,0.1,1.9,en
70b7cb06d,0.1,0.3,en
c42153e51,0.3,3.7,en
d6b97e7ca,0.8,2.6,en
5bd725e47,0,1.7,en
e995f65fc,0.3,4,en
bea39d7ec,0.4,0.8,en
abc9c4207,0.5,3.1,en
cf44e1a59,0.4,1.7,en
22de1a590,0.1,0.4,en
194acc3f9,0.1,0.4,en
399cacd30,0.7,1.5,en
81eb7857d,0.6,1.2,en
4657ae5ac,0.1,0.2,en
8ead3a355,0.4,1.3,en
ba804d3fa,0.3,2.8,en
d899c9ef7,0.5,1.7,en
06634513c,0,1.2,en
67f174628,0.3,1,en
ecba82fc3,0.3,1,en
7e19f2890,0.5,4.1,en
7e2ce5b3e,0.2,3.6,en
258026ebe,0.3,3.3,en
29d752f7f,0.5,4.7,en
64ea61ea7,-0.1,0.3,en
3060de782,0.1,2.2,en
b3f1c8d27,0,0.4,en
d0566e4db,0.4,2.1,en
dc589864d,0.2,1.6,en
49f3710f9,0.3,7,en
4d4c7be64,0,2.7,en
ada57411b,0.3,1.3,en
e90451ea4,0,0.5,en
cc13183c3,-0.1,3.4,en
be21567c3,0.3,1.6,en
1e72112bc,0.1,1.6,en
9bfb6a77f,0.3,3.4,en
7013035d9,0.5,1,en
6c4d7b09f,0.8,0.8,en
be3247b2c,0.3,1.3,en
0ff7245bd,0.6,1.3,en
26b70a13a,0,4,en
40309f25c,0.7,1.5,en
419267690,0.7,1.5,en
a44b2389a,0.7,0.7,en
600f8eb25,0.1,2.1,en
1cd363542,0.4,2.8,en
d4bb8cf0a,0,0,en
06904db12,-0.2,0.2,en
f98b9d62a,0.3,4.2,en
92586e5a3,0.1,2.2,en
9f3fc8a95,0.1,2.2,en
4989496c6,0.8,0.8,en
df3756483,0.2,1.6,en
46bb277b5,0,5,en
35c761c35,0,0.6,en
30fac18f7,0,0.6,en
3d9a62b53,0.7,4.3,en
51226d067,0.3,0.3,en
24dfcc985,0.2,1,en
807ea3b72,0.9,0.9,en
f432156e6,0.6,0.6,en
e932a94c6,0.3,3,en
1347325db,0,0,en
11d50c573,0.4,1.7,en
6b53bf64d,0.6,4.5,en
24750a30f,0.6,3.8,en
110242085,0.6,2,en
a2c44393c,-0.2,0.2,en
e998d6d60,0.3,2,en
7112952b7,0.2,2.5,en
f86f15c15,0.3,1,en
8cccc67d4,0.5,1.1,en
9d4f21d40,0.5,8,en
eddd81378,0.5,3.4,en
30917edfa,0.2,1.1,en
ec40d007f,0.3,3.7,en
ba8ead296,0.4,0.9,en
ed7c0ebb1,0.1,0.1,en
f4ea05a34,0.2,1,en
fb9474822,0.6,1.3,en
45e750d0d,0.3,3.2,en
bd6528981,0.6,2.5,en
6bf08dced,0.2,3.7,en
5fd83540b,0.5,1.1,en
63adeea51,0.3,0.7,en
b70d0abec,0.3,3.8,en
a7f58a6e4,0.5,2.1,en
ce5bb821a,0.6,2.8,en
4cc55b081,0,1.9,en
d0b98e001,0.2,1.2,en
5afb6da05,0.3,0.3,en
832a83f42,0.5,1,en
2ca18c1e3,0.5,3.4,en
3e158c21e,0.6,1.3,en
85587ad13,0.3,4.8,en
1cccac540,0.5,1,en
7131cab79,-0.2,1.7,en
daa05bb76,-0.2,1.7,en
a9f6ed0cb,0.2,2.3,en
f80bf9a51,0,0,en
dc88ebe46,0.5,0.5,en
65e75b92e,0.2,0.6,en
5bd0c6dc7,0.1,1.4,en
b4d54e67c,0.1,0.8,en
495528ba4,0.4,4.6,en
e8020cb33,0.4,4.6,en
4c6048341,0.3,2.2,en
1b91e1082,0.1,7,en
b4d341b10,0,0,en
c36ffffdc,0.3,2.1,en
6697a7f62,0.8,2.6,en
27e74e45c,0.8,0.8,en
cc3fe68d2,0.4,0.9,en
c1278fe60,0,0.4,en
eb3d2466f,-0.3,0.3,en
d0b74ed53,-0.3,0.3,en
dbaa03313,0.1,1.5,en
4bce78644,0.1,1.8,en
9296c9064,0.2,2.3,en
92ee0c92b,0.1,1.5,en
c66f97de2,0.3,1,en
1db76bd72,0.3,4,en
0025a8313,0.3,4,en
cb7bfedd5,0,1.6,en
4103336dd,0.1,1.5,en
2e417850b,0.2,0.2,en
3ba7056bb,0.5,1.1,en
bbf3097d0,0.7,3,en
ad8b02fcc,0.5,1,en
5f3a4dab0,0.5,2,en
fe9e5aa06,0.8,0.8,en
4891fdacd,0.1,0.2,en
88819fc55,0.1,0.1,en
0d551fb5b,0,1.9,en
99c7658be,0.4,0.4,en
0243911ea,0,0.2,en
00eca0391,0.2,1.3,en
45c0c9a1f,0.2,1.3,en
296bafb6e,0,0.1,en
4fd755cc6,0.3,0.9,en
865ee6652,0.3,0.9,en
c3e1f5f86,0,0.4,en
171af089c,0.1,0.1,en
c2816bdff,0.3,2.7,en
7678afa65,0.1,1,en
25eec77c6,0.2,1.8,en
39c02e302,0.6,2.6,en
12c4ed873,0.1,1.1,en
88a264f0d,0.2,1.8,en
ab0609017,0.7,1.4,en
f922bd640,0.5,0.5,en
0a266921d,0.1,2.5,en
6dc193313,0.9,1.8,en
351f3746c,-0.7,0.7,en
7ec72b62f,-0.2,0.2,en
6185f59bf,0.2,1.4,en
a30e92cfd,0.4,5.6,en
9f2251ffe,0.2,1.2,en
f32059805,0.9,1.9,en
1a4c1709a,0.4,0.4,en
dde0775b8,-0.1,0.1,en
aea876483,-0.1,0.1,en
91298d5cf,0.3,0.7,en
7390b70c5,0.2,10.6,en
bcd601baa,0.6,4.4,en
70a534945,0.3,3.2,en
0510d2767,0.3,1.3,en
915f0b42a,0.1,0.5,en
6ea6cde88,0.4,1.8,en
4370b5ff7,0,0.3,en
ae116d640,0.3,3.9,en
c7969bc23,0.4,3.4,en
c469973de,0.1,1.8,en
04d25d8a7,0.8,1.6,en
7ad53619d,0.9,0.9,en
ba42b457d,0.2,0.8,en
29a2ecf1f,0,3.2,en
f4c27e753,0.7,0.7,en
d1db8712e,0.4,2.1,en
a0124e47a,0.2,10.6,en
ee65ac339,0.2,5.4,en
ffd61a488,0.9,0.9,en
ed10d7ee5,0.1,0.1,en
f867cc417,0.4,4.2,en
965054b9e,0.4,3.2,en
dd0d78496,0.5,0.5,en
18f9fe19c,-0.5,0.5,en
dce01bb7e,0.1,0.1,en
93b91a46a,0.7,0.7,en
380eaa884,0.6,8.5,en
bcf8ec029,0,2.5,en
62f87187d,0.1,0.3,en
8bf15c0b6,0.7,0.7,en
1a7d70a4f,0.3,1.3,en
be4acc363,0,0.3,en
cb41cd1c5,-0.1,0.1,en
1fdf2880b,0.2,2.3,en
0f78031e4,0.9,1.9,en
bb8795c8d,0.6,0.6,en
d59f3a6cc,0.8,1.6,en
8eb5d1d04,0.4,3.5,en
58132cc85,0.2,2.9,en
8d6c8d486,0.4,5.3,en
aba00e1f9,0.3,0.6,en
0ae84d311,0.3,2.4,en
74f4cfdf6,0.4,2.7,en
9ede28a9d,-0.1,2,en
38436063c,0,1.9,en
721acc718,0.1,6.6,en
15df9cd46,0.4,2.9,en
a8a1d4151,0.1,4,en
a700a780b,0,0.2,en
68860d109,0.9,0.9,en
ea6f69d0a,0,3.4,en
24554cdc8,0.6,1.9,en
da7c5b19f,0.8,1.7,en
7ba58565e,0.1,1.1,en
1d9c36e47,0.1,1.3,en
069762ec2,0.8,0.8,en
2e726c62d,0.8,0.8,en
6f7d23e2d,0.5,3.8,en
00553ae55,0.1,0.1,en
5b2e5e410,0.3,1.7,en
44175f75c,0.4,1.3,en
17066185d,0,0,en
15cc01168,0.4,7.1,en
e402f3b2f,0.2,0.5,en
6153f9d64,0.1,2,en
a437cc78c,0,0.3,en
586585da9,0.4,1.8,en
2f4c6ada3,0.3,3.5,en
9d84fc0c5,0.1,4.8,en
418a25e6b,0,2.9,en
417c109aa,0.1,2.2,en
3e924d284,0.9,1.8,en
c39e5de99,0.1,0.1,en
7d9d04836,0.2,1.3,en
3d51f4560,0.2,2.7,en
c4a3c0456,0.4,2,en
db81bf77c,0.3,0.3,en
4b0b7dd2f,0,1.3,en
2483a71c4,0.3,3.9,en
42a8d4f4a,0.2,3.9,en
925c3854a,-0.1,0.7,en
d714680ff,0.3,3.9,en
b1ed265ef,0,1.9,en
91d0ba5c0,0.3,1.8,en
530c897a2,0.4,2.4,en
ff9d8cb25,0.3,3.8,en
8cebbeec1,0.2,0.5,en
cf9e48222,0.5,7.5,en
1fecd2bab,0.1,1.8,en
f2eb9530d,0.4,2.8,en
3fed382c0,0.3,1.1,en
a5acfe9ed,0.3,9.1,en
523f4a05e,0.2,1.5,en
3b178aa59,-0.1,0.4,en
1077fb67a,0.2,9.6,en
ae5059b40,0.2,3.7,en
b11ae7451,0,0,en
e68926f8d,0.5,2.8,en
3480a9d2e,0.3,2.4,en
a46794d88,0.5,2.1,en
bd54c995a,0.4,5.9,en
f45176c4c,0.7,0.7,en
dcc58b6ba,0.5,1.7,en
e27ac6865,0.1,0.8,en
f83695eb0,0,1.8,en
fa7c7d1be,0,0,en
a5b1713d3,0.1,4.6,en
8a38740d1,0,0,en
7611934a0,0.1,1.1,en
2208d2be1,0.3,6.9,en
a05e81f9f,0.3,3.2,en
3de1de812,0.3,1.3,en
655bbbcc8,0,0.1,en
0a4203544,-0.2,0.4,en
ed0185e39,0.9,0.9,en
a73b9eafd,0.9,0.9,en
ed5631a9c,0.1,0.1,en
ebc749f21,0.2,2.3,en
687be6419,0.2,2.3,en
d22561762,0.2,2.3,en
0adca3f66,0.1,1,en
b25c2d2d1,0.3,3.7,en
38063ee14,0.4,1.4,en
f8c6ed1a5,0.4,1.4,en
19480ca6f,0.3,0.3,en
1f82a9cd0,0.2,1.3,en
06daf9c05,0.2,2.1,en
cf66d011e,0.8,1.7,en
70337537c,0.5,1.1,en
72c626d6c,0.2,1.8,en
9ed224982,0.1,2.4,en
7b052d37d,0,3.8,en
231fe619a,0.2,1.3,en
6704c5fd7,0.1,2.2,en
8867faa98,0.3,1.8,en
10516f3c6,0.2,3.4,en
5a828ec3e,0,0,en
b810732ac,0.7,1.5,en
3e65ffa3c,0.1,3.2,en
656a0a459,0,3.4,en
042b1e55f,0.2,1.1,en
eddac3328,0.3,1.5,en
9b344389b,-0.1,2.9,en
97f0e7ec2,0.3,2.3,en
0d47275d4,0,1.1,en
f4614847a,0.3,2.9,en
c611f493b,0.5,1.1,en
1a676ca88,0.3,1,en
c2b2da9dd,0.7,2.1,en
f26e3e182,0,1.5,en
db05d2fb1,0.2,1.2,en
08b9a3a2f,0.8,4.1,en
8cc7f24f2,0.2,7.4,en
7ef23b94f,0.4,1.6,en
ebff4722c,0.3,1.3,en
4c9ea9908,0.2,0.4,en
46b9595d0,0,2.9,en
b3db0fa59,0.2,3.7,en
3a39613fa,0.4,2.8,en
80de23d7a,0.5,1.6,en
2405c5660,0,3.7,en
3df923a0e,0.3,2.4,en
8b0ea16a5,0.2,0.5,en
8f1bdc253,0.1,11.5,en
dbabe4e51,0.6,0.6,en
b921bfb80,0.6,2.7,en
a7cd5b749,0,0,en
4866e37fe,0.4,1,en
2127c6e1f,0.4,3.2,en
63912e2b8,0.4,0.8,en
21d8f0d2f,0.5,2.2,en
1534419ad,0.3,1.7,en
12890e9dc,0,1.7,en
43ad546c7,0.7,4.4,en
9c583aec6,0.2,2,en
ea92dcef6,0.3,2.2,en
d5ee02201,0,0.1,en
c969e8b17,0.1,2.9,en
764fac30e,0.5,4.5,en
fb67eb5d9,0.4,0.8,en
9d513f46a,0.2,2.4,en
de34278bc,0.1,3.1,en
0fd78af13,0.3,0.9,en
e348d720a,0.2,2.2,en
cccaecca8,0.2,2.2,en
5ca64db1a,0.3,1.1,en
ffebad2e7,0.1,1.4,en
048519a46,0.2,2.7,en
5634cfd98,0,1.7,en
503a567ed,0.5,1.6,en
536475bf3,0.4,5,en
7eb0b42b1,0.1,1.5,en
605f9cd41,0.5,1,en
186920165,0.1,0.4,en
acfaf9210,0.2,0.4,en
e5bc7aaa8,-0.1,1.1,en
2cb3529bc,0.3,2.5,en
1a83d4455,0.1,3.9,en
9193c38af,0.5,11.7,en
eaf610cd0,0.6,2.6,en
9c5f43178,0.4,1.3,en
79f41f755,0.8,1.6,en
6f863a03a,0,0,en
156c2d6ba,0,0.2,en
52f3d0bf9,0.2,2.2,en
64070899d,-0.8,0.8,en
359dd0b52,0.1,1.7,en
4f1a882b3,0.2,0.4,en
d93b38122,0,0.2,en
a03330405,0.5,5.6,en
bdb0f50e0,0.4,3.8,en
44c117982,0,0,en
4ef15a1c6,0,0,en
27b1bdd40,0.1,1.5,en
c92cdf20c,0.1,2.5,en
d37c4c951,0.1,2.5,en
62da2d031,0.4,1.3,en
533f52fff,0.2,1.6,en
2d88536fc,0,2.2,en
56ddc4f47,0.7,0.7,en
119f813b2,0.1,0.1,en
2831adaff,0.2,3.4,en
0bdd7f7ac,0.1,2.6,en
60f513e5a,0.1,1.3,en
2f7fd8400,0.9,2.7,en
95eb301ed,0.1,4.5,en
c763886a6,0.5,1.1,en
1d20ba693,0.3,1.3,en
58d1adc55,0.3,1.1,en
628f11673,0.1,0.5,en
caa967274,0.6,1.9,en
d7331834d,0.4,1.8,en
6d1c281f9,0.3,2.3,en
158a55025,0,3.3,en
41e4574a6,0.5,2,en
5682330ad,0.1,1.4,en
bd7f4fcee,0.5,1,en
eb1f799df,-0.1,3.8,en
50262523c,0.2,1.3,en
4da0a8ee1,0.1,3.7,en
bd3fb8531,0,3.2,en
b1d1e399c,0.2,1.3,en
52a539ef3,0.2,2.2,en
adc3a477a,0.3,3.8,en
130797334,0.4,2,en
e8f6ede8c,0.3,0.7,en
63697128e,0.7,1.5,en
ca967745b,0.7,1.5,en
c148399c0,0.4,3.6,en
514e33268,0.2,1.8,en
538a89b59,0.3,1.9,en
91ef9278d,0.8,0.8,en
390f4fae4,0.2,0.2,en
722beb3aa,0.4,0.4,en
4f58a37d5,0,8.2,en
54bbc1b84,0.1,2.9,en
cbf20c4b0,0.1,3.9,en
df09bd082,0.2,0.2,en
add617e3c,0.5,1,en
c960b413e,-0.1,1.3,en
3cc573384,0.7,0.7,en
618e97eeb,0.1,0.1,en
4d09e065d,0,0,en
d719027fd,0.1,6.7,en
2ad6c7675,0.4,2.6,en
dbf579546,0.3,2,en
0fe8ffc8e,0.4,1.9,en
ca17a355e,0.3,1.1,en
9ba11975b,0.3,3.2,en
7a23bdbdc,0.1,0.1,en
72c9986ac,0,0.1,en
a53e7e832,0.2,0.5,en
6db27dbb7,0.1,0.1,en
4a78b3e0b,0.1,3.8,en
f9f0a5dfb,0.1,1.7,en
63ea7cfeb,0.5,3.6,en
3219ad064,0.2,1.8,en
7582d1ab2,0.2,1.8,en
6709f43e8,0.3,4.8,en
0ece28cf0,0.6,3.2,en
97baac4eb,0.6,0.6,en
98b29e94a,0.6,0.6,en
40fa3f339,0.6,1.8,en
56d7f894f,0.5,2.4,en
d898de7ff,0.2,0.9,en
d56674978,0.5,1,en
0822db812,0.4,2.1,en
dc2354851,0.7,1.4,en
fa5957d1c,0,1.8,en
37a11cc19,0.5,7.2,en
cef410e81,0.5,7.2,en
22bc76cf6,0,0,en
2d2f2a305,0.1,3.7,en
a6830bac1,0.3,0.6,en
afa694eb4,0,0.2,en
70c30b53f,0,0.2,en
b52b8d946,0.6,1.9,en
1b1628128,0.2,2.7,en
8bb1c8a6f,0.1,5,en
c92cdde7f,0.1,1.3,en
0d6b42991,0.2,2.2,en
86ea9dda0,0.5,2.3,en
e65daf4dd,0.1,0.4,en
e48598033,0.5,2.5,en
46152db3e,0.4,1.8,en
dd8e62b81,0.2,2.2,en
f6db28991,0.3,5.2,en
e748f52b7,0.3,0.9,en
f836696de,0.3,1.4,en
f1f0972e3,0.2,2.4,en
8aeff9ad9,0.1,1,en
eb102e06d,0,0.4,en
703c9a23b,0.8,1.7,en
207aa47a6,0.2,0.2,en
14e52bdaf,0.5,1.1,en
083687ba1,0.5,1.1,en
4963e95ce,0.3,8.2,en
22606901,0.1,3.2,en
93e058345,0.1,0.3,en
0c49c9df2,0.2,0.2,en
57af29aba,0.3,1.1,en
6ef7f0012,0.5,1.8,en
fa5f5ccf9,0.5,2.2,en
271ca0b0e,0.5,2.2,en
